;inscription_dates;university;carrera;first_name;last_name;gender;age;postal_code;location;email
1054;20/Dec/06;-universidad-abierta-interamericana;Agronomía;;Nathan-sanchez;M;;;Clason;Jonathansmith@hotmail.com
1055;21/Jan/08;-universidad-abierta-interamericana;Licenciatura-en-planificación-y-diseño-del-paisaje;;Craig-burke;M;;;Puerto-ojo-de-agua;Matthewwilson@hotmail.com
1056;20/Oct/14;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;Jessica-perez;F;;;Aguada-de-las-tejas;Martinkellie@yahoo.com
1057;20/Sep/06;-universidad-abierta-interamericana;Farmacia;;Brian-schwartz;M;;;Est-jauregui-va-flandria;Graylisa@yahoo.com
1058;20/Dec/04;-universidad-abierta-interamericana;Diseño-industrial;;George-patton;M;;;Estacion-la-rinconada;Marshrachel@gmail.com
1059;20/Dec/11;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;Lori-griffith;F;;;Paso-de-los-andes;Qwilliams@yahoo.com
1060;20/Dec/17;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Renee-mitchell;F;;;Cara-mala;Cory97@gmail.com
1061;20/Nov/08;-universidad-abierta-interamericana;Licenciatura-en-planificación-y-diseño-del-paisaje;;Darrell-johnson;M;;;Abra-baya;Janice15@yahoo.com
1062;20/Oct/31;-universidad-abierta-interamericana;Ingeniería-electrónica;;Brandon-martin;M;;;Atuel-sud;Wellsnancy@gmail.com
1063;20/Oct/15;-universidad-abierta-interamericana;Diseño-industrial;;Kevin-peters;M;;;Barrio-jardin-luzuriaga;Janicesmith@gmail.com
1064;20/Dec/05;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;David-fischer;M;;;Agua-los-matos;Jennifersmith@hotmail.com
1065;20/Sep/26;-universidad-abierta-interamericana;Licenciatura-en-gestión-de-agroalimentos;;Gabriel-burns;M;;;Casalins;Vmorales@yahoo.com
1066;20/Nov/07;-universidad-abierta-interamericana;Actuario-;;Matthew-murphy;M;;;Colonia-mabragaña;Dianawarren@hotmail.com
1067;20/Nov/26;-universidad-abierta-interamericana;Ingeniería-en-informática;;Karl-edwards;M;;;Cristiano-muerto;Catherineburch@hotmail.com
1068;20/Sep/12;-universidad-abierta-interamericana;Licenciatura-en-gestión-de-agroalimentos;;Sharon-graham;F;;;Canning;Nicholasmorgan@hotmail.com
1069;20/Sep/09;-universidad-abierta-interamericana;Arquitectura;;Hailey-ballard;F;;;Bañado-verde;Heidi50@gmail.com
1070;20/Nov/06;-universidad-abierta-interamericana;Ingeniería-mecánica;;Jennifer-boyle;F;;;Cantera-villalonga;Bakerdarlene@yahoo.com
1071;20/Nov/14;-universidad-abierta-interamericana;Técnico-para-bioterios-;;Luis-mullen;M;;;25-de-mayo;Andrew06@hotmail.com
1072;20/Oct/22;-universidad-abierta-interamericana;Licenciatura-en-administración-;;Michael-montgomery;M;;;Lomas-del-mirador;Joshualewis@yahoo.com
1073;20/Sep/16;-universidad-abierta-interamericana;Farmacia;;John-smith;M;;;Arbol-solo;Gregory74@hotmail.com
1074;20/Dec/18;-universidad-abierta-interamericana;Agronomía;;David-reyes;M;;;Arroyo-cahunco;Vwood@hotmail.com
1075;20/Dec/28;-universidad-abierta-interamericana;Farmacia;;William-hall;M;;;Cañadon-la-madera;Fwelch@gmail.com
1076;20/Dec/27;-universidad-abierta-interamericana;Licenciatura-en-gestión-de-agroalimentos;;Cameron-gould;M;;;Camet;Megan39@yahoo.com
1077;20/Dec/13;-universidad-abierta-interamericana;Diseño-industrial;;Seth-lopez;M;;;Abipones;Kmiller@hotmail.com
1078;20/Dec/14;-universidad-abierta-interamericana;Licenciatura-en-artes;;Linda-wolfe;F;;;La-pastora;Wrightwilliam@yahoo.com
1079;20/Dec/12;-universidad-abierta-interamericana;Ingeniería-electrónica;;Mary-douglas;F;;;Alsina;Lgibson@gmail.com
1080;21/Jan/18;-universidad-abierta-interamericana;Licenciatura-en-planificación-y-diseño-del-paisaje;;Tina-parrish;F;;;Colonia-dr-gdor-udaondo;Morganelizabeth@gmail.com
1081;20/Nov/04;-universidad-abierta-interamericana;Agronomía;;Paula-walker;F;;;11-de-mayo;Ejohnson@gmail.com
1082;21/Jan/13;-universidad-abierta-interamericana;Licenciatura-en-producción-de-bioimagenes;;Kim-gardner;F;;;Casbas;Rebeccacampbell@gmail.com
1083;20/Sep/22;-universidad-abierta-interamericana;Licenciatura-en-artes;;Connie-goodwin;F;;;La-esperanza-rosas-las-flores;Caseymichael@hotmail.com
1084;20/Nov/18;-universidad-abierta-interamericana;Licenciatura-en-planificación-y-diseño-del-paisaje;;Ashley-wilson;F;;;Fortin-irene;Mark21@hotmail.com
1085;20/Oct/02;-universidad-abierta-interamericana;Licenciatura-en-planificación-y-diseño-del-paisaje;;Maria-miller;F;;;Cuartel-iv;Jperkins@hotmail.com
1086;20/Nov/02;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;Judith-holmes;F;;;Agustoni;Hking@yahoo.com
1087;20/Dec/27;-universidad-abierta-interamericana;Diseño-industrial;;Charles-lane;M;;;Cañada-seca;Vanessaatkinson@hotmail.com
1088;21/Jan/17;-universidad-abierta-interamericana;Licenciatura-en-musicoterapia;;Tom-mahoney;M;;;Colonia-egido;Cameronwheeler@gmail.com
1089;21/Jan/15;-universidad-abierta-interamericana;Ingeniería-mecánica;;Curtis-garza;M;;;Villa-adelina;Anthonywright@gmail.com
1090;20/Oct/07;-universidad-abierta-interamericana;Técnico-para-bioterios-;;Joshua-george;M;;;Adolfo-alsina;Jacksonjohn@hotmail.com
1091;20/Dec/12;-universidad-abierta-interamericana;Licenciatura-en-sociología-;;Randy-hatfield;M;;;Jesus-maria;Jenningsricardo@yahoo.com
1092;21/Jan/14;-universidad-abierta-interamericana;Diseño-industrial;;Vanessa-cruz-md;F;;;Ituzaingo;Darren65@hotmail.com
1093;20/Dec/09;-universidad-abierta-interamericana;Licenciatura-en-psicología;;Laura-long;F;;;Arroyo-quintana;Troy85@yahoo.com
1094;20/Sep/02;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;Christopher-johnson;M;;;Boca-p-25;Dfowler@yahoo.com
1095;20/Oct/01;-universidad-abierta-interamericana;Agronomía;;David-rivas;M;;;Rio-mayo;Angelacook@hotmail.com
1096;20/Nov/27;-universidad-abierta-interamericana;Ingeniería-en-informática;;Deborah-williams;F;;;Isla;Kellydavid@gmail.com
1097;20/Dec/09;-universidad-abierta-interamericana;Técnico-para-bioterios-;;Kerri-shaw;F;;;Andrade;Andrew42@gmail.com
1098;20/Sep/21;-universidad-abierta-interamericana;Licenciatura-en-kinesiología-y-fisiatría;;Joanna-moore;F;;;Calera;Vincentjohn@yahoo.com
1099;21/Jan/25;-universidad-abierta-interamericana;Licenciatura-en-terapia-ocupacional;;Taylor-anderson;M;;;Cataratas-del-iguazu;Staceysmith@hotmail.com
1100;20/Dec/17;-universidad-abierta-interamericana;Ingeniería-electrónica;;Ashley-graham;F;;;Cangrejillos;Ajackson@yahoo.com
1101;20/Sep/17;-universidad-abierta-interamericana;Licenciatura-en-administración-;;Drew-lewis;M;;;Berazategui;Heatherscott@gmail.com
1102;20/Sep/23;-universidad-abierta-interamericana;Licenciatura-en-kinesiología-y-fisiatría;;Colleen-clark;F;;;Alto-de-leiva;Harveyalexander@hotmail.com
1103;20/Dec/03;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;Ryan-beltran;M;;;San-lorenzo;Qjohnson@yahoo.com
1104;20/Sep/16;-universidad-abierta-interamericana;Licenciatura-en-ciencia-y-tecnología-de-alimentos;;Joshua-mitchell;M;;;El-zapallar;Margaretstokes@yahoo.com
1105;20/Nov/04;-universidad-abierta-interamericana;Licenciatura-en-relaciones-del-trabajo-;;Mrs.-kelly-burke;F;;;Desamparados;Deckerarthur@yahoo.com
1106;20/Nov/14;-universidad-abierta-interamericana;Ciencias-veterinarias;;Johnathan-michael;M;;;Agua-los-matos;Spalmer@yahoo.com
1107;20/Oct/04;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Ashley-hughes;F;;;El-jaguel;Susan99@hotmail.com
1108;20/Dec/11;-universidad-abierta-interamericana;Licenciatura-en-sociología-;;Douglas-costa;M;;;Ricardone;Snydervictoria@gmail.com
1109;21/Jan/20;-universidad-abierta-interamericana;Licenciatura-en-psicología;;Dawn-allen;F;;;Kilometro-208;Acollins@hotmail.com
1110;20/Dec/31;-universidad-abierta-interamericana;Licenciatura-en-ciencia-y-tecnología-de-alimentos;;Amy-conrad;F;;;Bacacay;Aliderek@gmail.com
1111;20/Oct/12;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Veronica-short;F;;;Aparicio;Bbutler@hotmail.com
1112;21/Jan/23;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Mary-quinn;F;;;Aguada-san-roque;Anna75@gmail.com
1113;20/Dec/23;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-educación-;;Benjamin-foster;M;;;Bañado-san-antonio;Vazquezjean@hotmail.com
1114;21/Jan/28;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-educación-;;Alan-smith;M;;;La-chilca;Alyssamontgomery@yahoo.com
1115;21/Jan/27;-universidad-abierta-interamericana;Técnico-para-bioterios-;;Paula-baldwin;F;;;Agua-linda;Cunninghamrobert@gmail.com
1116;20/Nov/07;-universidad-abierta-interamericana;Ingeniería-mecánica;;Gabriel-hunt;M;;;Florentino-ameghino;Ecarpenter@hotmail.com
1117;20/Dec/10;-universidad-abierta-interamericana;Arquitectura;;Jill-byrd;F;;;Campo-magnin;Lauren45@yahoo.com
1118;20/Sep/05;-universidad-abierta-interamericana;Agronomía;;Sydney-jackson;F;;;Clason;Linda10@hotmail.com
1119;20/Nov/13;-universidad-abierta-interamericana;Diseño-industrial;;Charles-greene;M;;;Villa-lynch;Jramirez@hotmail.com
1120;20/Nov/14;-universidad-abierta-interamericana;Farmacia;;Cassandra-little;F;;;Cora;Briannameza@yahoo.com
1121;21/Jan/07;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-educación-;;Garrett-hernandez;M;;;Colonia-los-bosques;Amanda19@gmail.com
1122;21/Jan/24;-universidad-abierta-interamericana;Diseño-de-imagen-y-sonido;;Jessica-ramirez;F;;;Bajo-hondo;Conniehopkins@gmail.com
1123;20/Sep/26;-universidad-abierta-interamericana;Ingeniería-electrónica;;Kristin-bass;F;;;El-trebol;Bdavis@gmail.com
1124;21/Jan/23;-universidad-abierta-interamericana;Ingeniería-electrónica;;Charlene-perez;F;;;Mecha;Lwilson@yahoo.com
1125;20/Sep/09;-universidad-abierta-interamericana;Licenciatura-en-musicoterapia;;Teresa-richard;F;;;Grand-bourg;Erikwang@yahoo.com
1126;20/Dec/15;-universidad-abierta-interamericana;Ciencias-veterinarias;;Chad-brown;M;;;Balde-de-leyes;Austin13@hotmail.com
1127;20/Sep/18;-universidad-abierta-interamericana;Ciencias-veterinarias;;Joel-hernandez;M;;;Casbas;Zamoramichael@yahoo.com
1128;20/Oct/24;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;James-schroeder;M;;;Arroyo-balmaceda;Teresa31@yahoo.com
1129;20/Sep/06;-universidad-abierta-interamericana;Licenciatura-en-ciencia-y-tecnología-de-alimentos;;Jacqueline-phillips;F;;;Campo-charo;Terri56@hotmail.com
1130;21/Jan/22;-universidad-abierta-interamericana;Licenciatura-en-terapia-ocupacional;;Courtney-berry;F;;;Juan-vucetich-ex-dr-r-levene;Marklucas@hotmail.com
1131;21/Jan/23;-universidad-abierta-interamericana;Contador-público-;;Carlos-moore;M;;;San-antonio-de-obligado;Cboyle@gmail.com
1132;20/Dec/23;-universidad-abierta-interamericana;Farmacia;;Christopher-riddle;M;;;Azul;Nicholsonnicholas@gmail.com
1133;20/Sep/07;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-computación;;Amanda-hernandez;F;;;Arroyo-grande;Michael21@yahoo.com
1134;20/Sep/04;-universidad-abierta-interamericana;Licenciatura-en-psicología;;Leonard-brown;M;;;Colonia-cazaux;Lonniemora@yahoo.com
1135;20/Oct/07;-universidad-abierta-interamericana;Licenciatura-en-producción-de-bioimagenes;;Lisa-spencer;F;;;Campo-crisol;Tayloranthony@hotmail.com
1136;20/Oct/31;-universidad-abierta-interamericana;Actuario-;;Michael-thompson;M;;;11-de-septiembre;Qsanders@hotmail.com
1137;21/Jan/24;-universidad-abierta-interamericana;Farmacia;;Christine-mccann;F;;;Labordeboy;Solomonjames@gmail.com
1138;20/Nov/08;-universidad-abierta-interamericana;Actuario-;;Samantha-wu;F;;;4-de-noviembre;Tuckermary@hotmail.com
1139;21/Jan/18;-universidad-abierta-interamericana;Licenciatura-en-relaciones-del-trabajo-;;Daniel-shah;M;;;Agua-azul;Donald20@gmail.com
1140;21/Jan/12;-universidad-abierta-interamericana;Licenciatura-en-ciencia-y-tecnología-de-alimentos;;Michael-flores;M;;;La-chirlandia;Lovekenneth@hotmail.com
1141;20/Oct/03;-universidad-abierta-interamericana;Licenciatura-en-ciencias-biológicas;;Bailey-barnes;F;;;Arroyo-grande;Orrtimothy@yahoo.com
1142;20/Oct/28;-universidad-abierta-interamericana;Licenciatura-en-administración-;;Jessica-rose;F;;;Dina-huapi;Matthewgrimes@hotmail.com
1143;20/Sep/05;-universidad-abierta-interamericana;Licenciatura-en-ciencias-ambientales;;John-bryant;M;;;El-jupiter;Arnolddavid@hotmail.com
1144;20/Dec/05;-universidad-abierta-interamericana;Arquitectura;;Nathan-dickson;M;;;Avenida-ejercito-parana;Tonythompson@hotmail.com
1145;21/Jan/12;-universidad-abierta-interamericana;Actuario-;;Aaron-harris;M;;;Alto-huaco;Bnorman@gmail.com
1146;20/Oct/24;-universidad-abierta-interamericana;Licenciatura-en-ciencias-biológicas;;Latoya-walls;F;;;Arroyo-magdalena;Shawmartha@gmail.com
1147;20/Oct/19;-universidad-abierta-interamericana;Licenciatura-en-gestión-de-agroalimentos;;Karen-frost;F;;;Villa-santos-tesei;Palmerlouis@hotmail.com
1148;21/Jan/29;-universidad-abierta-interamericana;Licenciatura-en-gestión-de-agroalimentos;;George-johnson;M;;;Campo-galloso;Jonathanhenry@yahoo.com
1149;20/Nov/19;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;Molly-butler;F;;;Campo-garabato;Kyoung@yahoo.com
1150;20/Sep/25;-universidad-abierta-interamericana;Licenciatura-en-musicoterapia;;Tiffany-frank;F;;;Pellegrini;Omiller@gmail.com
1151;21/Jan/26;-universidad-abierta-interamericana;Licenciatura-en-ciencias-biológicas;;Timothy-fleming;M;;;Arroyo-manganga;Josephfaulkner@gmail.com
1152;20/Nov/10;-universidad-abierta-interamericana;Licenciatura-en-administración-;;Scott-potter;M;;;Cura-malal;Michelle30@hotmail.com
1153;20/Oct/02;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-computación;;Nicholas-henson;M;;;Anecon-grande;Johnsonchristopher@gmail.com
1154;20/Sep/01;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;Johnathan-ortiz;M;;;Ariel;Michellesmith@hotmail.com
1155;20/Nov/14;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Christopher-sandoval;M;;;Bajo-de-los-sueldos;Vmiddleton@hotmail.com
1156;20/Dec/23;-universidad-abierta-interamericana;Licenciatura-en-producción-de-bioimagenes;;Destiny-sanders;F;;;Colonia-monte-la-plata;Pamela94@yahoo.com
1157;20/Dec/13;-universidad-abierta-interamericana;Ingeniería-mecánica;;William-rice;M;;;Benavidez;Kimberly31@yahoo.com
1158;20/Sep/13;-universidad-abierta-interamericana;Diseño-de-imagen-y-sonido;;Mallory-hernandez;F;;;Avanzada;Michelle04@yahoo.com
1159;20/Oct/09;-universidad-abierta-interamericana;Licenciatura-en-producción-de-bioimagenes;;Jessica-valencia;F;;;Abel;Swilliams@yahoo.com
1160;20/Nov/26;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Bradley-harris;M;;;Paso-del-rey;Vchen@hotmail.com
1161;20/Nov/13;-universidad-abierta-interamericana;Licenciatura-en-kinesiología-y-fisiatría;;Cameron-smith;M;;;Colonia-mabragaña;Adamsjesse@gmail.com
1162;20/Nov/22;-universidad-abierta-interamericana;Licenciatura-en-relaciones-del-trabajo-;;Erin-stokes;F;;;Carreras;Bowmannicole@yahoo.com
1163;20/Dec/03;-universidad-abierta-interamericana;Licenciatura-en-producción-de-bioimagenes;;Valerie-jones;F;;;Capilla-del-señor;Zturner@gmail.com
1164;20/Sep/28;-universidad-abierta-interamericana;Licenciatura-en-administración-;;Mr.-gregory-zavala;M;;;Aguada-chacay-co;Brendadelacruz@yahoo.com
1165;20/Dec/30;-universidad-abierta-interamericana;Licenciatura-en-sociología-;;Erin-wilson;F;;;Chanilao;Donna44@hotmail.com
1166;20/Sep/25;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;Sandra-thomas;F;;;Colonia-la-blanquita;Gallen@hotmail.com
1167;20/Nov/21;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Charles-cook;M;;;Esteban-de-luca;Xward@hotmail.com
1168;20/Oct/19;-universidad-abierta-interamericana;Licenciatura-en-musicoterapia;;Susan-robinson;F;;;Roldan;Waynecarter@gmail.com
1169;20/Sep/29;-universidad-abierta-interamericana;Técnico-para-bioterios-;;Frances-navarro;F;;;Moron;Kelly31@yahoo.com
1170;20/Nov/07;-universidad-abierta-interamericana;Contador-público-;;Stephanie-hammond;F;;;Ingeniero-adolfo-sourdeaux;Bobbybeltran@hotmail.com
1171;20/Sep/19;-universidad-abierta-interamericana;Licenciatura-en-kinesiología-y-fisiatría;;Sarah-harrington;F;;;La-porteña;Gibsonemily@yahoo.com
1172;20/Oct/05;-universidad-abierta-interamericana;Licenciatura-en-ciencias-ambientales;;Elizabeth-parker;F;;;Empalme-villa-constitucion;Carrollthomas@yahoo.com
1173;20/Dec/29;-universidad-abierta-interamericana;Bioquímica;;Jean-mckinney;F;;;Arroyo-seco;Martinmarisa@yahoo.com
1174;20/Oct/04;-universidad-abierta-interamericana;Técnico-para-bioterios-;;Tonya-lane-dvm;F;;;Rincon-de-milberg;Robinsoncheryl@gmail.com
1175;21/Jan/26;-universidad-abierta-interamericana;Licenciatura-en-ciencias-biológicas;;Allison-shea-dds;F;;;Carcaraña;Benjaminbrown@hotmail.com
1176;20/Oct/06;-universidad-abierta-interamericana;Ingeniería-en-informática;;Kerri-townsend;F;;;Barrio-villa-cordoba;Rcobb@hotmail.com
1177;20/Dec/03;-universidad-abierta-interamericana;Licenciatura-en-planificación-y-diseño-del-paisaje;;Kristin-lee;F;;;Cañadon-del-corral;Kathleen22@hotmail.com
1178;21/Jan/18;-universidad-abierta-interamericana;Licenciatura-en-administración-;;Edward-carlson;M;;;Rawson;Durantravis@yahoo.com
1179;20/Dec/15;-universidad-abierta-interamericana;Arquitectura;;Robert-williams;M;;;Paso-del-rey;Xbeasley@hotmail.com
1180;20/Sep/09;-universidad-abierta-interamericana;Licenciatura-en-artes;;Timothy-valdez;M;;;Quiñihual-estacion;Jcook@hotmail.com
1181;21/Jan/18;-universidad-abierta-interamericana;Licenciatura-en-relaciones-del-trabajo-;;Lee-nguyen;M;;;Base-aeronaval-punta-indio;Shannon42@gmail.com
1182;21/Jan/11;-universidad-abierta-interamericana;Licenciatura-en-kinesiología-y-fisiatría;;Brian-boyer;M;;;Barrio-don-santiago;Tammy91@yahoo.com
1183;20/Dec/28;-universidad-abierta-interamericana;Licenciatura-en-ciencias-ambientales;;Janice-mcpherson;F;;;Cululu;Dianaschultz@hotmail.com
1184;20/Oct/24;-universidad-abierta-interamericana;Contador-público-;;Todd-smith;M;;;Arroyo-seco;Christiekline@yahoo.com
1185;20/Nov/28;-universidad-abierta-interamericana;Licenciatura-en-ciencia-política-;;Shane-rodriguez;M;;;Ceres;Kmckee@yahoo.com
1186;21/Jan/31;-universidad-abierta-interamericana;Licenciatura-en-sociología-;;Robert-scott;M;;;Campo-de-villamil;Goodwinjames@gmail.com
1187;20/Nov/07;-universidad-abierta-interamericana;Farmacia;;Maria-phillips;F;;;Bombal;Epatrick@hotmail.com
1188;20/Sep/29;-universidad-abierta-interamericana;Agronomía;;Thomas-floyd;M;;;Agua-amarga;Christopherlawson@hotmail.com
1189;20/Oct/29;-universidad-abierta-interamericana;Medicina;;Jason-johnson;M;;;Balcosna;Whiteheadkevin@hotmail.com
1190;21/Jan/15;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;Glenda-stephens;F;;;Arroyo-cahunco;Ulewis@gmail.com
1191;20/Dec/10;-universidad-abierta-interamericana;Licenciatura-en-ciencias-antropológicas;;John-anderson;M;;;Camino-centenario-km-11500;Bradshawerika@gmail.com
1192;20/Nov/12;-universidad-abierta-interamericana;Farmacia;;Frank-mercer-dds;M;;;Pontaut;Mrodriguez@yahoo.com
1193;20/Nov/02;-universidad-abierta-interamericana;Licenciatura-en-administración-;;Gloria-delgado;F;;;Ataliva-roca;Michael90@hotmail.com
1194;21/Jan/31;-universidad-abierta-interamericana;Licenciatura-en-ciencias-de-la-computación;;Alyssa-jordan;F;;;Bahia-solano;Kristen98@yahoo.com
1195;20/Oct/24;-universidad-abierta-interamericana;Farmacia;;Jeremy-nguyen;M;;;Huasa-pampa-norte;Zkirk@yahoo.com
1196;21/Jan/20;-universidad-abierta-interamericana;Licenciatura-en-administración-;;Christopher-gonzalez;M;;;El-brete;Jacksonnicole@gmail.com
1197;20/Nov/30;-universidad-abierta-interamericana;Diseño-industrial;;Clifford-bryant;M;;;Abra-del-trigo;Madams@gmail.com
1198;21/Jan/27;-universidad-abierta-interamericana;Farmacia;;Diane-stewart;F;;;Chapanay;Camposcharles@yahoo.com
1199;20/Dec/10;-universidad-abierta-interamericana;Técnico-para-bioterios-;;Rhonda-adams;F;;;Gonzalez-catan;Brittany34@hotmail.com
1200;21/Jan/19;-universidad-abierta-interamericana;Diseño-industrial;;Vincent-dixon;M;;;Abra-de-peñas;Zwalker@hotmail.com
1201;20/Nov/09;-universidad-abierta-interamericana;Licenciatura-en-ciencias-geológicas;;Matthew-mathis;M;;;Bella-vista;Christophersmith@hotmail.com
