university,career,inscription_date,last_name,first_name,gender,age,postal_code,location,email,birth_date
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/11/11,jill taylor,,f,0,,isla victoria,petersonstefanie@hotmail.com,1998/05/06
universidad tecnológica nacional,bioquímica,2020/12/03,justin freeman,,m,0,,agua azul,edouglas@yahoo.com,1924/08/05
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/12/01,todd cohen,,m,0,,la ribera,kylepatterson@yahoo.com,1932/09/20
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/10/26,teresa floyd,,f,0,,arminda,nguyenjacob@gmail.com,1963/08/31
universidad tecnológica nacional,diseño industrial,2020/10/17,samantha york,,f,0,,candelaria sud,frankkaren@hotmail.com,1946/09/07
universidad tecnológica nacional,ciencias veterinarias,2020/09/01,benjamin rice,,m,0,,bayauca,timothy98@yahoo.com,1945/04/16
universidad tecnológica nacional,licenciatura en administración ,2020/11/17,christopher meza,,m,0,,el olivo,samantha46@yahoo.com,1931/02/18
universidad tecnológica nacional,licenciatura en ciencia política ,2020/12/27,mr. kevin white iii,,m,0,,9 de julio,russell74@gmail.com,1915/02/08
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2021/01/09,cristina bowers,,f,0,,arroyo mal paso,timothy76@gmail.com,1937/10/18
universidad tecnológica nacional,diseño industrial,2021/01/28,tammie smith,,f,0,,fuerte quemado,wsmith@gmail.com,1930/07/24
universidad tecnológica nacional,agronomía,2020/12/10,benjamin snow dvm,,m,0,,acasape,yweber@yahoo.com,1931/04/06
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/10/29,juan hunter,,m,0,,drabble,veronicamoore@yahoo.com,1959/09/08
universidad tecnológica nacional,farmacia,2020/09/26,christina lane,,f,0,,domselaar,riverajessica@yahoo.com,1962/10/04
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020/09/01,mrs. desiree perez,,f,0,,aguada grande,eduardomartin@gmail.com,2008/03/03
universidad tecnológica nacional,ciencias veterinarias,2020/11/21,ralph lambert,,m,0,,rafael calzada,gtorres@gmail.com,1984/11/07
universidad tecnológica nacional,licenciatura en artes,2021/01/04,kelly taylor,,f,0,,arroyo corralito,jmolina@hotmail.com,1942/07/02
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/10/16,christina moreno,,f,0,,bombal,levinesheryl@gmail.com,2002/11/12
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/10/01,allison wright,,f,0,,aguada chacay co,melissacampbell@hotmail.com,1965/07/09
universidad tecnológica nacional,arquitectura,2020/10/12,laura douglas,,f,0,,aldo bonzi,kanecharles@hotmail.com,1914/07/28
universidad tecnológica nacional,bioquímica,2020/10/07,margaret allen,,f,0,,villars,jacobsanthony@hotmail.com,1971/07/06
universidad tecnológica nacional,ingeniería en informática,2020/12/07,debra riddle,,f,0,,los frentones,shanefisher@yahoo.com,1917/04/11
universidad tecnológica nacional,ingeniería electrónica,2020/09/14,thomas chang,,m,0,,colonia hardy,curtis30@gmail.com,1915/06/11
universidad tecnológica nacional,ingeniería electrónica,2020/11/11,ashley hubbard,,f,0,,isla victoria,sdunlap@hotmail.com,2017/01/17
universidad tecnológica nacional,licenciatura en artes,2020/11/29,erin harmon,,f,0,,barrio lencina,patriciaoliver@yahoo.com,2013/07/29
universidad tecnológica nacional,licenciatura en administración ,2020/10/28,rebecca drake,,f,0,,alvarez jonte,ncraig@yahoo.com,1964/11/05
universidad tecnológica nacional,bioquímica,2020/11/23,danielle spencer,,f,0,,catua,robertgonzalez@hotmail.com,1909/09/23
universidad tecnológica nacional,contador público ,2020/11/27,joe taylor,,m,0,,campo magnin,nicholasbrown@gmail.com,1939/07/02
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020/10/25,melissa guzman,,f,0,,atalaya,kristin33@gmail.com,1985/09/10
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/11/21,jennifer davis,,f,0,,bahia lapataia,brianyu@gmail.com,2009/05/29
universidad tecnológica nacional,ingeniería electrónica,2020/12/18,david schmidt,,m,0,,langueyu,travismiller@yahoo.com,1973/12/18
universidad tecnológica nacional,actuario ,2021/01/28,jennifer fletcher,,f,0,,avenida ejercito parana,zsmith@gmail.com,1974/11/18
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/12/27,gregory olson,,m,0,,colonia falco,briana59@hotmail.com,1948/02/05
universidad tecnológica nacional,agronomía,2020/12/29,anthony cervantes,,m,0,,9 de julio,jdyer@yahoo.com,1960/12/27
universidad tecnológica nacional,bioquímica,2020/10/29,elizabeth miller,,f,0,,chivilcoy,eric04@gmail.com,1974/09/15
universidad tecnológica nacional,licenciatura en musicoterapia,2020/12/24,jose harrington,,m,0,,chapi talo,royvillarreal@hotmail.com,1942/04/18
universidad tecnológica nacional,bioquímica,2021/01/22,elizabeth gutierrez,,f,0,,colonia devoto,cisnerosbrandon@yahoo.com,1938/05/18
universidad tecnológica nacional,técnico para bioterios ,2021/01/02,rebecca valencia,,f,0,,17 de agosto,michael78@gmail.com,1985/05/23
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/09/27,grace knapp,,f,0,,arroyo burgos,mary66@gmail.com,1950/02/22
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/09/26,douglas hobbs,,m,0,,alto de sierra,eking@hotmail.com,1926/01/06
universidad tecnológica nacional,farmacia,2021/01/07,anthony mclean,,m,0,,agua blanca,hsparks@hotmail.com,1987/03/04
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021/01/30,sara christensen,,f,0,,benito juarez,whitevincent@gmail.com,1962/06/11
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2021/01/19,kim kirk,,f,0,,achico,lawrenceanita@yahoo.com,1949/10/27
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/12/07,johnny bush,,m,0,,arroyo magdalena,stephenmassey@gmail.com,1916/12/13
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/12/19,mary fisher,,f,0,,dina huapi,iunderwood@hotmail.com,1962/05/02
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/09/19,jason jones,,m,0,,alabama,gporter@hotmail.com,1934/07/15
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/09/29,brandon snow md,,m,0,,hurlingham,katherinesteele@yahoo.com,1986/01/17
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/10/30,timothy jones md,,m,0,,arata,jeffery18@hotmail.com,2008/03/18
universidad tecnológica nacional,diseño industrial,2021/01/09,theodore walker,,m,0,,bacacay,wdelgado@hotmail.com,1908/01/07
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020/10/15,joseph bond,,m,0,,dock sud,jennifer19@yahoo.com,2010/04/28
universidad tecnológica nacional,bioquímica,2020/10/27,joseph jones,,m,0,,amadores,wgarcia@gmail.com,1942/02/24
universidad tecnológica nacional,agronomía,2020/11/13,amanda martin,,f,0,,campo ubajo,jfranklin@gmail.com,1947/10/17
universidad tecnológica nacional,farmacia,2021/01/19,alexis stewart,,f,0,,7 de abril,callahandebra@gmail.com,2004/12/25
universidad tecnológica nacional,ingeniería electrónica,2020/11/05,amber ochoa,,f,0,,felicia,cpham@hotmail.com,2006/05/16
universidad tecnológica nacional,medicina,2020/12/03,deborah brown,,f,0,,carrizal norte,aaron15@hotmail.com,1975/12/27
universidad tecnológica nacional,actuario ,2021/01/19,emily jenkins,,f,0,,olascoaga,johnsonderrick@gmail.com,1949/03/28
universidad tecnológica nacional,ingeniería en informática,2020/11/10,christina wong,,f,0,,aguapey,keithcook@gmail.com,1918/05/25
universidad tecnológica nacional,diseño industrial,2021/01/04,judy campbell,,f,0,,la chilca,kimberly57@yahoo.com,1976/12/31
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/11/16,daniel bernard,,m,0,,colonia santa rosa,kanebrian@gmail.com,1944/10/15
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/09/07,james thomas,,m,0,,la punta,xdiaz@gmail.com,1990/08/17
universidad tecnológica nacional,licenciatura en ciencias de la computación,2021/01/02,bradley good,,m,0,,caaguazu,pattonamber@gmail.com,1969/11/12
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/12/19,todd shannon,,m,0,,albarracin,joseph84@hotmail.com,1941/09/26
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/09/16,helen hill,,f,0,,30 de agosto,wesleywilson@hotmail.com,2014/08/27
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/09/07,sean delacruz,,m,0,,alto del saladillo,carrpaul@hotmail.com,1998/02/02
universidad tecnológica nacional,contador público ,2020/11/09,marie pearson,,f,0,,agua de torre,imercado@gmail.com,1943/04/27
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021/01/26,anita cruz,,f,0,,la lucila del mar,sklein@gmail.com,1977/01/10
universidad tecnológica nacional,ingeniería mecánica,2021/01/10,tanya nichols md,,f,0,,an aike,diane34@hotmail.com,1967/03/30
universidad tecnológica nacional,licenciatura en psicología,2020/11/25,natasha george,,f,0,,berazategui,jade84@gmail.com,1977/12/23
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/11/06,joseph barber,,m,0,,aaron castellanos,ftucker@yahoo.com,1969/07/14
universidad tecnológica nacional,diseño de imagen y sonido,2020/11/18,rebecca anderson,,f,0,,campo de los andes,justin59@gmail.com,1949/01/23
universidad tecnológica nacional,licenciatura en ciencias de la educación ,2020/10/12,jake ruiz,,m,0,,maria magdalena,vanderson@yahoo.com,1928/09/25
universidad tecnológica nacional,licenciatura en psicología,2020/11/23,gabrielle wright,,f,0,,arroyo castillo,xjordan@gmail.com,1944/05/09
universidad tecnológica nacional,actuario ,2020/10/20,craig patterson,,m,0,,amuschina,james17@gmail.com,2002/03/24
universidad tecnológica nacional,contador público ,2020/12/18,john wang,,m,0,,barrio belgrano,jenniferguerra@gmail.com,1951/07/02
universidad tecnológica nacional,ingeniería en informática,2020/10/30,jessica williams,,f,0,,cañada,schwartzjessica@gmail.com,1989/11/07
universidad tecnológica nacional,licenciatura en sociología ,2020/10/09,crystal scott,,f,0,,calderon,mooredonna@gmail.com,1927/06/08
universidad tecnológica nacional,licenciatura en ciencias de la computación,2021/01/07,casey young,,f,0,,ranelagh,morajay@yahoo.com,1959/07/26
universidad tecnológica nacional,licenciatura en ciencias de la computación,2021/01/27,kevin parker,,m,0,,arbol verde,anthonyjillian@gmail.com,2001/01/13
universidad tecnológica nacional,licenciatura en relaciones del trabajo ,2020/10/12,theresa ortiz,,f,0,,el abanico,stephensmichael@gmail.com,1922/02/18
universidad tecnológica nacional,contador público ,2020/12/16,evelyn odom,,f,0,,general conesa,davischarles@yahoo.com,1996/05/21
universidad tecnológica nacional,licenciatura en psicología,2020/09/26,jennifer cross,,f,0,,campo zavalla,elizabethchavez@hotmail.com,1910/12/14
universidad tecnológica nacional,licenciatura en administración ,2020/12/06,kyle jones,,m,0,,acheral,lewisjohn@hotmail.com,2007/09/11
universidad tecnológica nacional,licenciatura en musicoterapia,2020/11/13,jason hunt,,m,0,,gobernador duval,james03@hotmail.com,1997/10/23
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2021/01/14,laura jackson,,f,0,,algarrobitos 1ro,seanstone@gmail.com,1972/04/27
universidad tecnológica nacional,licenciatura en sociología ,2020/09/28,theodore allen,,m,0,,villa sauce,laura21@hotmail.com,1914/05/13
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020/09/14,rhonda white,,f,0,,estancia las isletas,jjohnson@yahoo.com,1938/11/20
universidad tecnológica nacional,agronomía,2020/09/03,vanessa gardner,,f,0,,piamonte,amber33@yahoo.com,1928/07/06
universidad tecnológica nacional,ciencias veterinarias,2021/01/31,lisa torres,,f,0,,la pastora,carolyn93@gmail.com,1913/08/23
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020/11/21,steven butler,,m,0,,barrio jardin luzuriaga,leahporter@hotmail.com,1957/01/22
universidad tecnológica nacional,bioquímica,2020/09/09,kimberly smith,,f,0,,clason,pcallahan@gmail.com,1950/06/17
universidad tecnológica nacional,ingeniería electrónica,2021/01/17,dylan aguirre,,m,0,,albigasta,bryanjason@gmail.com,1960/09/08
universidad tecnológica nacional,ingeniería en informática,2021/01/26,jesse rose,,m,0,,san pedro de iruya,cgill@gmail.com,1991/05/28
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020/10/17,travis schroeder,,m,0,,la ines,nicholas72@gmail.com,1939/01/17
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/11/16,richard wilson,,m,0,,oriente,gabbott@yahoo.com,1972/12/12
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020/09/06,dustin hughes,,m,0,,cacique ariacaiquin,coxkaren@gmail.com,1930/04/08
universidad tecnológica nacional,actuario ,2020/10/07,miss kara gilmore,,f,0,,aldea beleiro,gpatel@gmail.com,1907/12/24
universidad tecnológica nacional,licenciatura en ciencias biológicas,2021/01/03,john henderson,,m,0,,isidro casanova,eric73@hotmail.com,1921/12/07
universidad tecnológica nacional,ingeniería electrónica,2020/09/12,michael rojas,,m,0,,alejandro petion,burchsteven@yahoo.com,1985/03/15
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021/02/01,angela washington,,f,0,,valle hondo,sarah14@gmail.com,1925/09/26
universidad tecnológica nacional,medicina,2021/01/31,mia briggs,,f,0,,chamical,kbenton@gmail.com,1975/04/21
universidad tecnológica nacional,licenciatura en sociología ,2020/09/05,david bennett,,m,0,,abra mayo,briggslisa@yahoo.com,1957/11/18
universidad tecnológica nacional,licenciatura en artes,2020/09/30,tamara chaney,,f,0,,barrio parque leloir,gwalker@yahoo.com,1922/04/15
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/10/28,stephanie larsen,,f,0,,avenida ejercito parana,martinezmarilyn@hotmail.com,1906/10/06
universidad tecnológica nacional,técnico para bioterios ,2021/01/20,james smith,,m,0,,villa lynch,robert35@yahoo.com,1998/11/23
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/11/22,gary mack,,m,0,,arroyo del cura,hollowayalejandro@hotmail.com,2011/01/24
universidad tecnológica nacional,licenciatura en psicología,2020/12/11,madison morales,,f,0,,campo moises seccion 1a,stevencurtis@hotmail.com,1972/08/20
universidad tecnológica nacional,arquitectura,2020/11/29,patricia herrera,,f,0,,colonia freitas,asteele@yahoo.com,1934/01/25
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/09/02,pamela obrien,,f,0,,alto con zampa,eric38@yahoo.com,1949/03/06
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020/12/26,jason glenn,,m,0,,aeropuerto ezeiza,marvin63@gmail.com,2016/04/04
universidad tecnológica nacional,arquitectura,2020/11/07,alyssa camacho,,f,0,,grutly,azimmerman@hotmail.com,1946/05/13
universidad tecnológica nacional,licenciatura en musicoterapia,2020/10/04,kelly harrington,,f,0,,domselaar,kelly11@gmail.com,1938/03/29
universidad tecnológica nacional,licenciatura en psicología,2020/09/13,brianna jones,,f,0,,alto huaco,fernandezrandy@yahoo.com,2004/09/07
universidad tecnológica nacional,diseño de imagen y sonido,2021/01/06,katrina garcia,,f,0,,barrio chapadmalal,barrymay@gmail.com,1959/10/29
universidad tecnológica nacional,licenciatura en administración ,2020/12/21,michelle nixon,,f,0,,buena vista,tbarker@gmail.com,1917/09/19
universidad tecnológica nacional,ingeniería en informática,2020/12/13,nathan ingram,,m,0,,aeropuerto ezeiza,cmeadows@yahoo.com,2011/10/20
universidad tecnológica nacional,diseño de imagen y sonido,2020/10/11,erin brown,,f,0,,la punta,barberthomas@yahoo.com,1951/09/18
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020/12/27,anna reynolds,,f,0,,la ribera,mallen@hotmail.com,1961/03/08
universidad tecnológica nacional,técnico para bioterios ,2020/10/26,tyrone schmidt,,m,0,,allende,martinjade@gmail.com,1941/04/07
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020/12/21,perry hale,,m,0,,deferrari,leonmarshall@hotmail.com,2017/03/28
universidad tecnológica nacional,ingeniería en informática,2020/10/13,russell gonzales md,,m,0,,campo la plata,nmartinez@yahoo.com,2008/02/28
universidad tecnológica nacional,licenciatura en psicología,2020/11/03,melissa schneider,,f,0,,peyrano,eugene63@yahoo.com,1950/01/04
